"event_id","name","start_time","end_time","timezone","location","description","event_type","link","latitude","longitude","liked_count","viewed_count","trending_score"
221,Lavender Celebration 🎓,"2025-05-22 15:00:00",,EDT,Stonewall House,"The LGBTQ Center welcomes you back for our fifth annual Lavender Celebration! This is a semi-formal event celebrating all students finishing an undergraduate, graduate or medical degree, or professional certification. The event will include light refreshments, the presentation of student awards, and the distribution of lavender cords for graduating students. All students and their friends and family, faculty, University staff, and other members of the Brown community are welcome to join this celebration!
Lavender Celebration will be held on Thursday, May 22nd, 2025, in Stonewall House, located at 22 Benevolent Street, from 3:00 to 6:00 PM! You can RSVP using the link below!!
The location is wheelchair accessible.",,https://events.brown.edu/event/310336-lavender-celebration-127891,41.8248,-71.4031,0,0,0.0
222,Lavender Celebration,"2025-05-22 15:00:00","2025-05-22 18:00:00",EDT,"22 Benevolent Street","The Lavender Celebration is a semi-formal event celebrating all students finishing an undergraduate, graduate or medical degree, or professional certification. All students and their friends and family, faculty, University staff and other members of the Brown community are welcome to join this celebration. Pre-registration is required.",,https://events.brown.edu/event/307451-lavender-celebration,41.8397,-71.3884,0,0,0.0
223,Graduate Career Fellow Open Hours for PhD Students (Hybrid),"2025-05-22 16:00:00","2025-05-22 17:00:00",EDT,Virtual or 167 Angell Street,"Come to our Graduate Career Fellow Open Hours for quick questions, utilizing career center resources, and editing/drafting resumes and cover letters.
No appointment needed. Just walk in.
For in-person open hours: 167 Angell Street • 1st Floor Conference Room
For Virtual Hours: Connect Here",,https://events.brown.edu/event/310629-graduate-career-fellow-open-hours-for-phd-students,,,0,0,0.0
224,“The Unfinished Conversations Series: Telling New Stories” Documentary Film Screening,"2025-05-22 16:00:00","2025-05-22 17:30:00",EDT,Stephen Robert ’62 Campus Center,"Please join us for the Rhode Island premiere of the documentary film The Unfinished Conversations Series: Telling New Stories. The film features excerpts from The Unfinished Conversations Series, a global archive of oral histories documenting the international impact of racial slavery and colonialism.
The Unfinished Conversations Series was catalyzed by the Simmons Center with the Smithsonian Institution National Museum of African American History and Culture in partnership with museums and communities communities in Senegal; Liverpool, United Kingdom; Africatown, United States of America; Rio de Janeiro, Brazil; Capetown and the Groot Constantia Wine Estate of South Africa; neighborhoods surrounding Brussels, Belgium; with communities in Kinshasa and the Kimbanguist Church in the Democratic Republic of the Congo as well as communities in Jamaica and the Charles Town Maroons. The full global archive of over 150 interviews across four continents is housed at the John Hay Library at Brown University.
The project is made possible through generous funding from Abrams Foundation and the Wyncote Foundation.",,https://events.brown.edu/event/310865-the-unfinished-conversations-series-telling-new,41.8268,-71.4031,0,0,0.0
225,Igniting Your Faith (Bible Study),"2025-05-22 18:00:00",,EDT,Manning Chapel,"Igniting Your Faith • J O S E P H
Weekly Bible Study Series
6PM • Thursday
Manning Chapel
  J O S E P H • Genesis 37-50
Join us at 6PM every Thursday while we explore the life of Joseph as God prepared him for a bigger future than he could ever imagine.
Each week we will enter through Joseph’s lens on what God was doing in his life using the Bible as our guide to understand the time, context, and how we are to experience the same journey that Joseph did today.
We will participate in breakout groups and then we will come back together for a community discussion with opportunities for trivia and winning some cool encouraging swag.
Invite someone each week to experience how they could ignite their faith every day for the rest of their lives.
Bible Study Teacher: Sophia Stone",,https://events.brown.edu/event/304561-igniting-your-faith-bible-study,41.8275,-71.4028,0,0,0.0
226,Shape Note Singing - Come Sing!,"2025-05-22 18:00:00",,EDT,Steinert Center,"Anyone can do it, and we’ll show you how! With no tryouts, commitment, experience, or vocal talent needed, you can get together with friends and make music that the NYTimes has described as “powerful, elemental” on a weekly basis. Shape Note is a centuries-old tradition of American community music that can improve anyone’s singing. You need to hear this for yourself. Come try it: Thursday 01/30, 6-8 PM, Steinert Hall (148 Power Street), room 105. We hold singings every Thursday. All are welcome! (Organized by the Graduate Student Shape Note group)",,https://events.brown.edu/event/305415-shape-note-singing-come-sing,41.8234,-71.3968,0,0,0.0
227,Gallery Tour at The Bell,"2025-05-22 18:00:00",,EDT,List Art Building,"The Bell is excited to announce student-led tours that delve deeply into our current exhibition, Julien Creuzet: Attila cataract your source at the feet of the green peaks will end up in the great sea blue abyss we drowned in the tidal tears of the moon. The tours provide visitors with an opportunity to explore this immersive installation through open-ended discussion and close looking exercises that engage deeper with particular facets of the exhibition. Whether you are visiting us for the first time, or a repeat visitor to our space, these tours offer a new way to engage with The Bell and the artworks on view.
Tours will run approximately 45 minutes, with options for daytimes, evenings, and weekends between mid-April to late May. Follow this link for additional date and time options.
All tours are free and open to everyone. RSVPs are requested but not required; drop-in attendees will be welcome!
Tours will begin in the lobby outside of the gallery.",,https://events.brown.edu/event/310157-gallery-tour-at-the-bell,41.8265,-71.4054,0,0,0.0
228,Commencement Group at Brown Bookstore,"2025-05-23 06:00:00","2025-05-23 18:00:00",EDT,"244 Thayer St, Providence, RI 02912","The Commencement Group will be on site offering graduates Commencement 2025 memorabilia, including exclusive 2025 class name tees and fleece crews (while supplies last), flower and kakui nut grad spirit leis and flower bouquets. Apparel is not available for purchase through the bookstore.",,https://events.brown.edu/event/307558-commencement-group-at-brown-bookstore,41.8283,-71.4009,0,0,0.0
229,Brown RISD Hillel Community Kiddush and Shabbat Dinner,"2025-05-23 07:30:00",,EDT,"80 Brown St.","Celebrate together with a delicious Shabbat meal.
Advanced registration required ($36/adult, $18/students and children).",,https://events.brown.edu/event/305960-brown-risd-hillel-community-kiddush-and-sha,,,0,0,0.0
230,Leslie Bostrom: Wild Stories,"2025-05-23 08:30:00","2025-05-23 22:00:00",EDT,"154 Angell St. Providence, RI 02906","Mounted in conjunction with Bostrom’s retirement from the Department of Visual Art, “Wild Stories” commemorates the artist’s 36-year tenure. The survey exhibition includes works in a variety and combination of media, dating from 1986 to the present, along with a selection of Bostrom’s artist notebooks.",,https://events.brown.edu/event/307551-leslie-bostrom-wild-stories,,,0,0,0.0
231,Maddock Alumni Center Open,"2025-05-23 08:30:00","2025-05-23 23:30:00",EDT,Maddock Alumni Center,"Alumni are invited to visit the official alumni hospitality center for Reunion Weekend. Reunion student staff are available throughout the weekend to offer assistance with event locations, provide directions around campus and in Providence, and answer any questions you may have concerning Reunion Weekend. Open from 8:30 a.m. to midnight on Friday, May 23.
Visit the Reunions page for more information.",,https://events.brown.edu/event/308538-maddock-alumni-center-open,41.8251,-71.403,0,0,0.0
232,"CANCELED: Office Hours: Noël Grisanti, Chaplaincy Intern","2025-05-23 09:00:00","2025-05-23 11:00:00",EDT,Page-Robinson Hall (previously JWW),"Office Hours with Chaplaincy Intern Noël Grisanti are held on Fridays from 9 – 11am. Meetings can take place over coffee, a walk, Zoom, or in person at Page-Robinson Hall. Please use the link to schedule a time to meet.",,https://events.brown.edu/event/304981-office-hours-noel-grisanti-chaplaincy-inter,41.8275,-71.4028,0,0,0.0
233,Advance RI-CTR REDCap: Drop-In Session,"2025-05-23 10:00:00","2025-05-23 11:00:00",EDT,,"Register now for the Advance RI-CTR REDCap Virtual Drop-in Session with Jeff Richardson.
The drop-in session will be on Friday, May 23rd, 2025 from 10:00 AM to 11:00 AM EST. This is an open session where you may ask Mr. Richardson specific questions about REDCap and its applications to your study. You can also join the drop-in session to learn from the questions asked by others.
*Note: If you have confidential study questions, please complete a service request form at https://advancectr.brown.edu/schedule-service-consultation.
If you have any questions contact amy_princiotto@brown.edu.
Introductory videos can be found here: https://projectredcap.org/resources/videos/
Previous REDCap Workshop recordings can be found on the Advance RI-CTR website: https://advancectr.brown.edu/events-training/event-recordings",Online only,https://events.brown.edu/event/303014-advance-ri-ctr-redcap-drop-in-session,,,0,0,0.0
234,CCV Office Hours,"2025-05-23 10:00:00","2025-05-23 12:00:00",EDT,"180 George Street","This is a drop-in session where CCV staff members will be available to answer questions about Brown’s research computing resources (Oscar, Stronghold, Globus) and help with any high-performance computing (HPC) issues you might have.",Hybrid,https://events.brown.edu/event/303542-ccv-office-hours,41.8259,-71.3988,0,0,0.0
235,"Office Hours: Rabbi Josh Bolton, Interim Associate Chaplain of the University for the Jewish Community","2025-05-23 10:00:00","2025-05-23 12:00:00",EDT,Weiner Center (Hillel),"Office Hours with Rabbi Josh Bolton are held on Friday mornings at Brown RISD Hillel. Feel free to stop by, or contact Rabbi Josh to make an appointment outside of Office Hours.",,https://events.brown.edu/event/304912-office-hours-rabbi-josh-bolton-interim-asso,41.828,-71.4034,0,0,0.0
